warehouse_id,warehouse_code,warehouse_name,warehouse_type,region,state,city,address,postal_code,latitude,longitude,manager_name,email,phone,storage_capacity_mt,current_utilization_percent,temperature_zone,operating_hours,status,created_at,updated_at
WH000002,WH-0002,East Hub,Finished Goods Warehouse,South,Kerala,Kochi,"682001 MG Road, Kochi, Kerala",682001,9.9312,76.2673,Sai Bala,easthub@enterprisefmcg.com,+91 7300419253,2500,92,Chilled,06:00-22:00,Inactive,2026-07-20 14:26:24.843772,2026-07-20 14:26:24.843772
WH000053,WH-0053,West Hub,Cold Storage,West,Maharashtra,Mumbai,"400001 MG Road, Mumbai, Maharashtra",400001,19.076,72.8777,Nisha Bhardwaj,westhub@enterprisefmcg.com,+91 9284755554,10000,79,Chilled,24x7,Inactive,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000022,WH-0022,Elite Depot,Cold Storage,South,Tamil Nadu,Trichy,"620001 MG Road, Trichy, Tamil Nadu",620001,10.7905,78.7047,Arya Kibe,elitedepot@enterprisefmcg.com,+91 6453044401,50000,63,Frozen,08:00-20:00,Inactive,2026-07-20 14:26:24.843772,2026-07-20 14:26:24.843772
WH000003,WH-0003,National Distribution Center,Raw Material Warehouse,North,Uttar Pradesh,Kanpur,"208001 MG Road, Kanpur, Uttar Pradesh",208001,26.4499,80.3319,Amrita Sahni,nationaldistributioncenter@enterprisefmcg.com,+91 8412179394,10000,94,Chilled,24x7,Inactive,2026-07-20 14:26:24.843772,2026-07-20 14:26:24.843772
WH000024,WH-0024,National Storage,Cold Storage,South,Karnataka,Hubballi,"580020 MG Road, Hubballi, Karnataka",580020,15.3647,75.124,Gunbir Karan,nationalstorage@enterprisefmcg.com,+91 8061398585,50000,51,Ambient,24x7,Active,2026-07-20 14:26:24.843772,2026-07-20 14:26:24.843772
WH000088,WH-0088,Global Depot,Raw Material Warehouse,West,Gujarat,Surat,"395003 MG Road, Surat, Gujarat",395003,21.1702,72.8311,Sudiksha Raja,globaldepot@enterprisefmcg.com,+91 6046293171,10000,72,Chilled,24x7,Active,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000092,WH-0092,East Distribution Center,Regional Distribution Center,East,Odisha,Cuttack,"753001 MG Road, Cuttack, Odisha",753001,20.4625,85.8828,Anusha Koshy,eastdistributioncenter@enterprisefmcg.com,+91 9539272799,15000,56,Frozen,06:00-22:00,Active,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000075,WH-0075,South Storage,Regional Distribution Center,East,West Bengal,Kolkata,"700001 MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,Mitali Ramakrishnan,southstorage@enterprisefmcg.com,+91 6702751144,25000,87,Chilled,08:00-20:00,Inactive,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000087,WH-0087,Prime Distribution Center,Finished Goods Warehouse,South,Tamil Nadu,Coimbatore,"641001 MG Road, Coimbatore, Tamil Nadu",641001,11.0168,76.9558,Reyansh Dhawan,primedistributioncenter@enterprisefmcg.com,+91 7019370700,5000,76,Ambient,08:00-20:00,Inactive,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000083,WH-0083,West Depot,Raw Material Warehouse,North,Delhi,New Delhi,"110001 MG Road, New Delhi, Delhi",110001,28.6139,77.209,Barkha Banik,westdepot@enterprisefmcg.com,+91 6759940683,10000,49,Frozen,24x7,Active,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000021,WH-0021,Central Hub,Cold Storage,South,Karnataka,Mysuru,"570001 MG Road, Mysuru, Karnataka",570001,12.2958,76.6394,Xavier Sinha,centralhub@enterprisefmcg.com,+91 9841165084,5000,89,Ambient,06:00-22:00,Inactive,2026-07-20 14:26:24.843772,2026-07-20 14:26:24.843772
WH000061,WH-0061,Global Warehouse,Regional Distribution Center,West,Maharashtra,Pune,"411001 MG Road, Pune, Maharashtra",411001,18.5204,73.8567,Saksham Bahl,globalwarehouse@enterprisefmcg.com,+91 7764068631,5000,58,Frozen,24x7,Inactive,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000072,WH-0072,North Depot,Raw Material Warehouse,West,Maharashtra,Mumbai,"400001 MG Road, Mumbai, Maharashtra",400001,19.076,72.8777,Chandani Varughese,northdepot@enterprisefmcg.com,+91 8427766728,2500,47,Frozen,06:00-22:00,Active,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000015,WH-0015,Prime Warehouse,Cold Storage,West,Gujarat,Surat,"395003 MG Road, Surat, Gujarat",395003,21.1702,72.8311,Amrita Barad,primewarehouse@enterprisefmcg.com,+91 7753041523,50000,68,Ambient,24x7,Inactive,2026-07-20 14:26:24.843772,2026-07-20 14:26:24.843772
WH000093,WH-0093,West Hub,Raw Material Warehouse,South,Kerala,Kozhikode,"673001 MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,Jalsa Shan,westhub@enterprisefmcg.com,+91 6011601243,2500,67,Chilled,24x7,Active,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
WH000052,WH-0052,Elite Hub,Finished Goods Warehouse,North,Uttar Pradesh,Noida,"201301 MG Road, Noida, Uttar Pradesh",201301,28.5355,77.391,Chaaya Pall,elitehub@enterprisefmcg.com,+91 7971170745,1000,57,Frozen,08:00-20:00,Inactive,2026-07-20 14:26:24.844773,2026-07-20 14:26:24.844773
