supplier_id,supplier_code,supplier_name,supplier_type,contact_person,email,phone,region,state,city,address,postal_code,latitude,longitude,gst_number,pan_number,payment_terms,lead_time_days,currency,supplier_rating,preferred_supplier,status,created_at,updated_at
SUP000269,SUP-00269,Prime Packaging,Raw Material Supplier,Ikbal Ramakrishnan,primepackaging@supplier.com,+91 7224718104,West,Gujarat,Vadodara,"390001 Vadodara, Gujarat",390001,22.3072,73.1812,13SWBFT5828M1Z5,LESDA4486L,90 Days,21,EUR,4.8,True,Active,2026-07-20 14:23:02.117989,2026-07-20 14:23:02.117989
SUP000070,SUP-00070,Elite Foods,Contract Manufacturer,Charles Suresh,elitefoods@supplier.com,+91 7835623692,East,West Bengal,Kolkata,"700001 Kolkata, West Bengal",700001,22.5726,88.3639,34HUZGU6512B1Z5,ZTKYU0164B,45 Days,28,USD,4.6,True,Active,2026-07-20 14:23:02.112976,2026-07-20 14:23:02.112976
SUP000456,SUP-00456,Elite Solutions,Raw Material Supplier,Hamsini Banerjee,elitesolutions@supplier.com,+91 7446618810,South,Kerala,Thiruvananthapuram,"695001 Thiruvananthapuram, Kerala",695001,8.5241,76.9366,29PYZWN6269S1Z5,FMEPI3048P,Advance,30,INR,3.6,False,Active,2026-07-20 14:23:02.123002,2026-07-20 14:23:02.123002
SUP000466,SUP-00466,National Foods,Ingredient Supplier,Warinder Barad,nationalfoods@supplier.com,+91 8298693883,East,West Bengal,Siliguri,"734001 Siliguri, West Bengal",734001,26.7271,88.3953,20VQSAM7374E1Z5,EJCFO7285P,90 Days,18,USD,4.8,False,Active,2026-07-20 14:23:02.123002,2026-07-20 14:23:02.123002
SUP000155,SUP-00155,United Supplies,Packaging Supplier,Dhruv Bandi,unitedsupplies@supplier.com,+91 9114584428,West,Maharashtra,Pune,"411001 Pune, Maharashtra",411001,18.5204,73.8567,30RLTEJ7137H1Z5,ZSHSW2354P,60 Days,22,EUR,4.5,True,Active,2026-07-20 14:23:02.114981,2026-07-20 14:23:02.114981
SUP000083,SUP-00083,Fresh Foods,Raw Material Supplier,Shravya Mohanty,freshfoods@supplier.com,+91 7561186777,West,Maharashtra,Nagpur,"440001 Nagpur, Maharashtra",440001,21.1458,79.0882,13XWDJV2228X1Z5,RNEZE4924V,60 Days,14,EUR,4.8,False,Inactive,2026-07-20 14:23:02.112976,2026-07-20 14:23:02.112976
SUP000478,SUP-00478,Prime Trading,Local Vendor,Raagini Sharaf,primetrading@supplier.com,+91 8102083942,South,Kerala,Kochi,"682001 Kochi, Kerala",682001,9.9312,76.2673,11PZXMA5656I1Z5,IAYJH0301M,45 Days,21,INR,3.2,True,Active,2026-07-20 14:23:02.123002,2026-07-20 14:23:02.123002
SUP000173,SUP-00173,Fresh Supplies,Contract Manufacturer,Caleb Bhavsar,freshsupplies@supplier.com,+91 6366858239,East,Odisha,Bhubaneswar,"751001 Bhubaneswar, Odisha",751001,20.2961,85.8245,37PICWZ8747Q1Z5,UOXQW5535G,90 Days,22,INR,4.5,False,Active,2026-07-20 14:23:02.115984,2026-07-20 14:23:02.115984
SUP000322,SUP-00322,National Agencies,Raw Material Supplier,Wahab Mahajan,nationalagencies@supplier.com,+91 6596218060,West,Gujarat,Vadodara,"390001 Vadodara, Gujarat",390001,22.3072,73.1812,10HQRKX7399I1Z5,OVQAH9529W,90 Days,17,USD,4.6,True,Active,2026-07-20 14:23:02.118991,2026-07-20 14:23:02.118991
SUP000091,SUP-00091,Crystal Manufacturing,Local Vendor,Tamanna Pandya,crystalmanufacturing@supplier.com,+91 9363738514,South,Kerala,Thiruvananthapuram,"695001 Thiruvananthapuram, Kerala",695001,8.5241,76.9366,13XJSJU7164N1Z5,QTETF8440I,60 Days,28,EUR,4.2,True,Active,2026-07-20 14:23:02.113978,2026-07-20 14:23:02.113978
SUP000181,SUP-00181,Global Chemicals,Contract Manufacturer,Xalak Gandhi,globalchemicals@supplier.com,+91 7992054364,West,Maharashtra,Nagpur,"440001 Nagpur, Maharashtra",440001,21.1458,79.0882,32RVGQC0095P1Z5,QROMH3988W,90 Days,5,EUR,3.5,True,Inactive,2026-07-20 14:23:02.115984,2026-07-20 14:23:02.115984
SUP000415,SUP-00415,National Manufacturing,Packaging Supplier,Veer Ram,nationalmanufacturing@supplier.com,+91 7698620507,South,Tamil Nadu,Coimbatore,"641001 Coimbatore, Tamil Nadu",641001,11.0168,76.9558,32RDGDB2410E1Z5,XCURP4482R,30 Days,30,EUR,3.0,True,Active,2026-07-20 14:23:02.121999,2026-07-20 14:23:02.121999
SUP000313,SUP-00313,Global Supplies,Raw Material Supplier,Yamini Prabhu,globalsupplies@supplier.com,+91 7677203544,East,West Bengal,Kolkata,"700001 Kolkata, West Bengal",700001,22.5726,88.3639,30DCJAS1368G1Z5,BARSJ0342K,15 Days,11,INR,4.8,False,Inactive,2026-07-20 14:23:02.118991,2026-07-20 14:23:02.118991
SUP000279,SUP-00279,National Trading,Ingredient Supplier,Chakrika Bhatnagar,nationaltrading@supplier.com,+91 6503779542,North,Uttar Pradesh,Lucknow,"226001 Lucknow, Uttar Pradesh",226001,26.8467,80.9462,16HDWAW0181J1Z5,TIKQQ5596I,30 Days,11,EUR,3.6,False,Inactive,2026-07-20 14:23:02.117989,2026-07-20 14:23:02.117989
SUP000382,SUP-00382,Global Chemicals,Local Vendor,Benjamin Ray,globalchemicals@supplier.com,+91 8231239331,South,Kerala,Kozhikode,"673001 Kozhikode, Kerala",673001,11.2588,75.7804,11VHMLQ1201T1Z5,EERXJ1339T,15 Days,24,INR,4.8,True,Inactive,2026-07-20 14:23:02.120997,2026-07-20 14:23:02.120997
SUP000473,SUP-00473,Elite Corporation,Local Vendor,Fiyaz Bali,elitecorporation@supplier.com,+91 6274123545,South,Kerala,Kochi,"682001 Kochi, Kerala",682001,9.9312,76.2673,06GGGBB8020D1Z5,WMVAS5957F,30 Days,6,USD,3.7,True,Active,2026-07-20 14:23:02.123002,2026-07-20 14:23:02.123002
SUP000363,SUP-00363,Modern Corporation,Ingredient Supplier,Jason Srinivas,moderncorporation@supplier.com,+91 8716102996,North,Uttar Pradesh,Noida,"201301 Noida, Uttar Pradesh",201301,28.5355,77.391,31QQESU2782R1Z5,IMZDJ2843K,Advance,26,USD,4.8,False,Active,2026-07-20 14:23:02.119994,2026-07-20 14:23:02.119994
SUP000325,SUP-00325,Prime Agencies,Local Vendor,Siddharth Karpe,primeagencies@supplier.com,+91 6654695863,East,West Bengal,Kolkata,"700001 Kolkata, West Bengal",700001,22.5726,88.3639,09QFGMK7632K1Z5,ZBRAX9724S,15 Days,23,INR,3.8,True,Inactive,2026-07-20 14:23:02.118991,2026-07-20 14:23:02.118991
SUP000432,SUP-00432,Global Industries,Import Supplier,Mason Sem,globalindustries@supplier.com,+91 7754748945,West,Maharashtra,Nagpur,"440001 Nagpur, Maharashtra",440001,21.1458,79.0882,11CMODR5823X1Z5,YGXEZ5564N,60 Days,19,USD,5.0,False,Active,2026-07-20 14:23:02.121999,2026-07-20 14:23:02.121999
SUP000348,SUP-00348,Metro Manufacturing,Raw Material Supplier,Advik Pall,metromanufacturing@supplier.com,+91 6945817131,South,Karnataka,Hubballi,"580020 Hubballi, Karnataka",580020,15.3647,75.124,14YMCMA8930E1Z5,EVDHN8375O,60 Days,11,USD,4.2,False,Active,2026-07-20 14:23:02.119994,2026-07-20 14:23:02.119994
SUP000087,SUP-00087,Prime Packaging,Contract Manufacturer,Nitesh Nagy,primepackaging@supplier.com,+91 9238234883,East,West Bengal,Siliguri,"734001 Siliguri, West Bengal",734001,26.7271,88.3953,34IPKUS5782B1Z5,RJWOI0371D,90 Days,20,EUR,3.9,False,Inactive,2026-07-20 14:23:02.112976,2026-07-20 14:23:02.112976
SUP000076,SUP-00076,Modern Industries,Local Vendor,Sanaya Sengupta,modernindustries@supplier.com,+91 9789991125,East,Odisha,Bhubaneswar,"751001 Bhubaneswar, Odisha",751001,20.2961,85.8245,07QPFJU4908B1Z5,FDFCC3833Y,Advance,19,USD,4.5,True,Active,2026-07-20 14:23:02.112976,2026-07-20 14:23:02.112976
SUP000439,SUP-00439,Fresh Trading,Local Vendor,Turvi Kari,freshtrading@supplier.com,+91 9427871482,West,Maharashtra,Pune,"411001 Pune, Maharashtra",411001,18.5204,73.8567,28FYBDE6198X1Z5,JZYLE1312I,60 Days,26,USD,4.6,True,Active,2026-07-20 14:23:02.121999,2026-07-20 14:23:02.121999
SUP000016,SUP-00016,National Corporation,Packaging Supplier,Sarthak Sawhney,nationalcorporation@supplier.com,+91 6243815410,South,Karnataka,Mysuru,"570001 Mysuru, Karnataka",570001,12.2958,76.6394,02RKAKV0207B1Z5,BSYTY4477F,30 Days,27,EUR,3.2,True,Inactive,2026-07-20 14:23:02.111976,2026-07-20 14:23:02.111976
