store_id,store_code,store_name,store_type,channel,status,is_franchise,region,state,city,address,postal_code,latitude,longitude,phone,email,opening_time,closing_time,floor_area_sqft,opening_date,created_at,updated_at
STORE000715,STR-00715,Value Retail,Retail Outlet,Modern Trade,Active,False,North,Delhi,New Delhi,"139, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 7277061300,valueretail@enterprisefmcg.com,08:00,20:00,5000,2026-07-17,2026-07-17 14:27:09.503761,2026-07-17 14:27:09.503761
STORE000754,STR-00754,Family Store,Hypermarket,E-Commerce,Active,True,South,Tamil Nadu,Salem,"98, MG Road, Salem, Tamil Nadu",636001,11.6643,78.146,+91 9656214615,familystore@enterprisefmcg.com,09:00,22:00,5000,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
STORE000328,STR-00328,Prime Mart,Online Fulfillment Center,Modern Trade,Active,False,West,Maharashtra,Nagpur,"145, MG Road, Nagpur, Maharashtra",440001,21.1458,79.0882,+91 7363771958,primemart@enterprisefmcg.com,10:00,20:00,2500,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000383,STR-00383,Smart Foods,Distributor,E-Commerce,Active,False,East,West Bengal,Kolkata,"172, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 6841449145,smartfoods@enterprisefmcg.com,08:00,21:00,2500,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000452,STR-00452,Mega Store,Convenience Store,Modern Trade,Inactive,True,West,Maharashtra,Pune,"237, MG Road, Pune, Maharashtra",411001,18.5204,73.8567,+91 6579230944,megastore@enterprisefmcg.com,09:00,22:00,1500,2026-07-17,2026-07-17 14:27:09.501692,2026-07-17 14:27:09.501692
STORE000523,STR-00523,Prime Center,Hypermarket,General Trade,Inactive,False,West,Maharashtra,Mumbai,"52, MG Road, Mumbai, Maharashtra",400001,19.076,72.8777,+91 6943874825,primecenter@enterprisefmcg.com,10:00,20:00,500,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000219,STR-00219,City Market,Online Fulfillment Center,Wholesale,Inactive,True,South,Kerala,Kozhikode,"95, MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,+91 8766533683,citymarket@enterprisefmcg.com,10:00,21:00,500,2026-07-17,2026-07-17 14:27:09.499273,2026-07-17 14:27:09.499273
STORE000788,STR-00788,Smart Foods,Wholesale Depot,Wholesale,Active,False,South,Kerala,Kozhikode,"104, MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,+91 6403292369,smartfoods@enterprisefmcg.com,09:00,20:00,10000,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
STORE000437,STR-00437,Daily Market,Online Fulfillment Center,Wholesale,Active,True,South,Kerala,Kochi,"215, MG Road, Kochi, Kerala",682001,9.9312,76.2673,+91 6196531429,dailymarket@enterprisefmcg.com,10:00,20:00,10000,2026-07-17,2026-07-17 14:27:09.501692,2026-07-17 14:27:09.501692
STORE000765,STR-00765,Family Hyper,Distributor,Modern Trade,Inactive,False,West,Gujarat,Vadodara,"140, MG Road, Vadodara, Gujarat",390001,22.3072,73.1812,+91 9125956216,familyhyper@enterprisefmcg.com,10:00,22:00,500,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
STORE000089,STR-00089,Mega Express,Supermarket,Modern Trade,Active,True,West,Maharashtra,Nagpur,"112, MG Road, Nagpur, Maharashtra",440001,21.1458,79.0882,+91 7966360167,megaexpress@enterprisefmcg.com,10:00,22:00,2500,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000064,STR-00064,Royal Market,Distributor,Modern Trade,Inactive,False,East,West Bengal,Kolkata,"151, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 8759232807,royalmarket@enterprisefmcg.com,08:00,21:00,500,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000827,STR-00827,Mega Center,Convenience Store,E-Commerce,Inactive,False,South,Karnataka,Bengaluru,"41, MG Road, Bengaluru, Karnataka",560001,12.9716,77.5946,+91 9529644712,megacenter@enterprisefmcg.com,09:00,21:00,2500,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
